sequence,image1,image2,image3,has_animal,mask_MOG2,mask_flow1,opticalflowGF_1,opticalflowGF_2,opticalflowGF_average
187,051116051254002a5753.JPG,051116051258002a5751.JPG,051116051258002a5752.JPG,1,187_mask_MOG2.png,187_mask_flow1.png,187_opticalflowGF_1.png,187_opticalflowGF_2.png,187_opticalflowGF_average.png
189,041116070616002a5751.JPG,041116070616002a5752.JPG,041116070616002a5753.JPG,1,189_mask_MOG2.png,189_mask_flow1.png,189_opticalflowGF_1.png,189_opticalflowGF_2.png,189_opticalflowGF_average.png
191,031116161744002a5754.JPG,031116161746002a5755.JPG,031116161746002a5756.JPG,1,191_mask_MOG2.png,191_mask_flow1.png,191_opticalflowGF_1.png,191_opticalflowGF_2.png,191_opticalflowGF_average.png
192,031116161634002a5751.JPG,031116161634002a5752.JPG,031116161636002a5753.JPG,1,192_mask_MOG2.png,192_mask_flow1.png,192_opticalflowGF_1.png,192_opticalflowGF_2.png,192_opticalflowGF_average.png
193,031116161530002a5751.JPG,031116161530002a5752.JPG,031116161532002a5753.JPG,1,193_mask_MOG2.png,193_mask_flow1.png,193_opticalflowGF_1.png,193_opticalflowGF_2.png,193_opticalflowGF_average.png
194,031116153904002a5751.JPG,031116153906002a5752.JPG,031116153906002a5753.JPG,1,194_mask_MOG2.png,194_mask_flow1.png,194_opticalflowGF_1.png,194_opticalflowGF_2.png,194_opticalflowGF_average.png
195,031116063158002a5751.JPG,031116063158002a5753.JPG,031116063200002a5751.JPG,1,195_mask_MOG2.png,195_mask_flow1.png,195_opticalflowGF_1.png,195_opticalflowGF_2.png,195_opticalflowGF_average.png
196,021116144854002a5751.JPG,021116144856002a5752.JPG,021116144856002a5753.JPG,1,196_mask_MOG2.png,196_mask_flow1.png,196_opticalflowGF_1.png,196_opticalflowGF_2.png,196_opticalflowGF_average.png
197,131116112530002a5751.JPG,131116112530002a5752.JPG,131116112530002a5753.JPG,0,197_mask_MOG2.png,197_mask_flow1.png,197_opticalflowGF_1.png,197_opticalflowGF_2.png,197_opticalflowGF_average.png
199,311016030222002a5751.JPG,311016030222002a5752.JPG,311016030224002a5753.JPG,1,199_mask_MOG2.png,199_mask_flow1.png,199_opticalflowGF_1.png,199_opticalflowGF_2.png,199_opticalflowGF_average.png
201,291016104404002a5751.JPG,291016104404002a5752.JPG,291016104404002a5753.JPG,1,201_mask_MOG2.png,201_mask_flow1.png,201_opticalflowGF_1.png,201_opticalflowGF_2.png,201_opticalflowGF_average.png
202,241016164552002a5751.JPG,241016164552002a5752.JPG,241016164554002a5753.JPG,1,202_mask_MOG2.png,202_mask_flow1.png,202_opticalflowGF_1.png,202_opticalflowGF_2.png,202_opticalflowGF_average.png
203,231016054740002a5751.JPG,231016054740002a5752.JPG,231016054740002a5753.JPG,0,203_mask_MOG2.png,203_mask_flow1.png,203_opticalflowGF_1.png,203_opticalflowGF_2.png,203_opticalflowGF_average.png
204,221016130510002a5751.JPG,221016130510002a5752.JPG,221016130510002a5753.JPG,1,204_mask_MOG2.png,204_mask_flow1.png,204_opticalflowGF_1.png,204_opticalflowGF_2.png,204_opticalflowGF_average.png
205,221016130226002a5751.JPG,221016130226002a5752.JPG,221016130228002a5753.JPG,1,205_mask_MOG2.png,205_mask_flow1.png,205_opticalflowGF_1.png,205_opticalflowGF_2.png,205_opticalflowGF_average.png
206,221016130028002a5751.JPG,221016130028002a5752.JPG,221016130028002a5753.JPG,1,206_mask_MOG2.png,206_mask_flow1.png,206_opticalflowGF_1.png,206_opticalflowGF_2.png,206_opticalflowGF_average.png
209,201016062024002a5751.JPG,201016062024002a5752.JPG,201016062024002a5753.JPG,1,209_mask_MOG2.png,209_mask_flow1.png,209_opticalflowGF_1.png,209_opticalflowGF_2.png,209_opticalflowGF_average.png
210,181016111946002a5754.JPG,181016111946002a5755.JPG,181016111946002a5756.JPG,1,210_mask_MOG2.png,210_mask_flow1.png,210_opticalflowGF_1.png,210_opticalflowGF_2.png,210_opticalflowGF_average.png
211,181016111910002a5751.JPG,181016111912002a5752.JPG,181016111912002a5753.JPG,1,211_mask_MOG2.png,211_mask_flow1.png,211_opticalflowGF_1.png,211_opticalflowGF_2.png,211_opticalflowGF_average.png
212,161016113058002a5751.JPG,161016113058002a5752.JPG,161016113058002a5753.JPG,1,212_mask_MOG2.png,212_mask_flow1.png,212_opticalflowGF_1.png,212_opticalflowGF_2.png,212_opticalflowGF_average.png
216,151016100442002a5751.JPG,151016100442002a5752.JPG,151016100442002a5753.JPG,1,216_mask_MOG2.png,216_mask_flow1.png,216_opticalflowGF_1.png,216_opticalflowGF_2.png,216_opticalflowGF_average.png
218,141016093140002a5751.JPG,141016093140002a5752.JPG,141016093142002a5753.JPG,1,218_mask_MOG2.png,218_mask_flow1.png,218_opticalflowGF_1.png,218_opticalflowGF_2.png,218_opticalflowGF_average.png
219,091116113028002a5751.JPG,091116113028002a5752.JPG,091116113030002a5753.JPG,1,219_mask_MOG2.png,219_mask_flow1.png,219_opticalflowGF_1.png,219_opticalflowGF_2.png,219_opticalflowGF_average.png
220,131016215954002a5751.JPG,131016215956002a5752.JPG,131016215956002a5753.JPG,0,220_mask_MOG2.png,220_mask_flow1.png,220_opticalflowGF_1.png,220_opticalflowGF_2.png,220_opticalflowGF_average.png
221,131016174628002a5751.JPG,131016174630002a5752.JPG,131016174630002a5753.JPG,1,221_mask_MOG2.png,221_mask_flow1.png,221_opticalflowGF_1.png,221_opticalflowGF_2.png,221_opticalflowGF_average.png
224,091016155110002a5751.JPG,091016155110002a5752.JPG,091016155110002a5753.JPG,1,224_mask_MOG2.png,224_mask_flow1.png,224_opticalflowGF_1.png,224_opticalflowGF_2.png,224_opticalflowGF_average.png
225,081116131158002a5751.JPG,081116131158002a5752.JPG,081116131158002a5753.JPG,1,225_mask_MOG2.png,225_mask_flow1.png,225_opticalflowGF_1.png,225_opticalflowGF_2.png,225_opticalflowGF_average.png
226,071116141208002a5751.JPG,071116141208002a5752.JPG,071116141208002a5753.JPG,1,226_mask_MOG2.png,226_mask_flow1.png,226_opticalflowGF_1.png,226_opticalflowGF_2.png,226_opticalflowGF_average.png
227,071116065118002a5751.JPG,071116065118002a5752.JPG,071116065120002a5753.JPG,1,227_mask_MOG2.png,227_mask_flow1.png,227_opticalflowGF_1.png,227_opticalflowGF_2.png,227_opticalflowGF_average.png
228,061116171614002a5751.JPG,061116171614002a5752.JPG,061116171614002a5753.JPG,1,228_mask_MOG2.png,228_mask_flow1.png,228_opticalflowGF_1.png,228_opticalflowGF_2.png,228_opticalflowGF_average.png
229,061116142954002a5751.JPG,061116142954002a5752.JPG,061116142954002a5753.JPG,1,229_mask_MOG2.png,229_mask_flow1.png,229_opticalflowGF_1.png,229_opticalflowGF_2.png,229_opticalflowGF_average.png
231,070516141910002as091.JPG,070516141910002as092.JPG,070516141910002as093.JPG,1,231_mask_MOG2.png,231_mask_flow1.png,231_opticalflowGF_1.png,231_opticalflowGF_2.png,231_opticalflowGF_average.png
236,020816164024002as311.JPG,020816164024002as312.JPG,020816164024002as313.JPG,0,236_mask_MOG2.png,236_mask_flow1.png,236_opticalflowGF_1.png,236_opticalflowGF_2.png,236_opticalflowGF_average.png
237,020816132014002as311.JPG,020816132016002as312.JPG,020816132016002as313.JPG,0,237_mask_MOG2.png,237_mask_flow1.png,237_opticalflowGF_1.png,237_opticalflowGF_2.png,237_opticalflowGF_average.png
238,310716064228002as311.JPG,310716064228002as312.JPG,310716064228002as313.JPG,1,238_mask_MOG2.png,238_mask_flow1.png,238_opticalflowGF_1.png,238_opticalflowGF_2.png,238_opticalflowGF_average.png
239,260716170526002as311.JPG,260716170528002as312.JPG,260716170528002as313.JPG,1,239_mask_MOG2.png,239_mask_flow1.png,239_opticalflowGF_1.png,239_opticalflowGF_2.png,239_opticalflowGF_average.png
240,180216054822002as463.JPG,180216054822002as464.JPG,180216054822002as465.JPG,1,240_mask_MOG2.png,240_mask_flow1.png,240_opticalflowGF_1.png,240_opticalflowGF_2.png,240_opticalflowGF_average.png
241,080216184516002as463.JPG,080216184516002as464.JPG,080216184516002as465.JPG,1,241_mask_MOG2.png,241_mask_flow1.png,241_opticalflowGF_1.png,241_opticalflowGF_2.png,241_opticalflowGF_average.png
242,070216082712002as463.JPG,070216082712002as464.JPG,070216082712002as465.JPG,1,242_mask_MOG2.png,242_mask_flow1.png,242_opticalflowGF_1.png,242_opticalflowGF_2.png,242_opticalflowGF_average.png
244,050216192008002as463.JPG,050216192008002as464.JPG,050216192008002as465.JPG,0,244_mask_MOG2.png,244_mask_flow1.png,244_opticalflowGF_1.png,244_opticalflowGF_2.png,244_opticalflowGF_average.png
245,040216084124002as463.JPG,040216084124002as464.JPG,040216084124002as465.JPG,1,245_mask_MOG2.png,245_mask_flow1.png,245_opticalflowGF_1.png,245_opticalflowGF_2.png,245_opticalflowGF_average.png
246,040216062704002as463.JPG,040216062704002as464.JPG,040216062704002as465.JPG,1,246_mask_MOG2.png,246_mask_flow1.png,246_opticalflowGF_1.png,246_opticalflowGF_2.png,246_opticalflowGF_average.png
247,030216053628002as463.JPG,030216053628002as464.JPG,030216053628002as465.JPG,1,247_mask_MOG2.png,247_mask_flow1.png,247_opticalflowGF_1.png,247_opticalflowGF_2.png,247_opticalflowGF_average.png
248,020216074924002as463.JPG,020216074924002as464.JPG,020216074924002as465.JPG,0,248_mask_MOG2.png,248_mask_flow1.png,248_opticalflowGF_1.png,248_opticalflowGF_2.png,248_opticalflowGF_average.png
249,020216054344002as463.JPG,020216054344002as464.JPG,020216054346002as465.JPG,1,249_mask_MOG2.png,249_mask_flow1.png,249_opticalflowGF_1.png,249_opticalflowGF_2.png,249_opticalflowGF_average.png
250,010216192308002as463.JPG,010216192308002as464.JPG,010216192308002as465.JPG,1,250_mask_MOG2.png,250_mask_flow1.png,250_opticalflowGF_1.png,250_opticalflowGF_2.png,250_opticalflowGF_average.png
251,160216053942002as463.JPG,160216053942002as464.JPG,160216053942002as465.JPG,1,251_mask_MOG2.png,251_mask_flow1.png,251_opticalflowGF_1.png,251_opticalflowGF_2.png,251_opticalflowGF_average.png
252,010216191412002as463.JPG,010216191414002as464.JPG,010216191414002as465.JPG,1,252_mask_MOG2.png,252_mask_flow1.png,252_opticalflowGF_1.png,252_opticalflowGF_2.png,252_opticalflowGF_average.png
253,010216065602002as463.JPG,010216065604002as464.JPG,010216065604002as465.JPG,1,253_mask_MOG2.png,253_mask_flow1.png,253_opticalflowGF_1.png,253_opticalflowGF_2.png,253_opticalflowGF_average.png
255,010216055938002as463.JPG,010216055938002as464.JPG,010216055938002as465.JPG,1,255_mask_MOG2.png,255_mask_flow1.png,255_opticalflowGF_1.png,255_opticalflowGF_2.png,255_opticalflowGF_average.png
256,310116192758002as463.JPG,310116192758002as464.JPG,310116192800002as463.JPG,1,256_mask_MOG2.png,256_mask_flow1.png,256_opticalflowGF_1.png,256_opticalflowGF_2.png,256_opticalflowGF_average.png
257,310116172730002as463.JPG,310116172730002as464.JPG,310116172730002as465.JPG,1,257_mask_MOG2.png,257_mask_flow1.png,257_opticalflowGF_1.png,257_opticalflowGF_2.png,257_opticalflowGF_average.png
258,310116055602002as463.JPG,310116055602002as464.JPG,310116055604002as465.JPG,1,258_mask_MOG2.png,258_mask_flow1.png,258_opticalflowGF_1.png,258_opticalflowGF_2.png,258_opticalflowGF_average.png
259,310116053808002as463.JPG,310116053808002as464.JPG,310116053808002as465.JPG,1,259_mask_MOG2.png,259_mask_flow1.png,259_opticalflowGF_1.png,259_opticalflowGF_2.png,259_opticalflowGF_average.png
260,300116131956002as466.JPG,300116131956002as467.JPG,300116131958002as468.JPG,1,260_mask_MOG2.png,260_mask_flow1.png,260_opticalflowGF_1.png,260_opticalflowGF_2.png,260_opticalflowGF_average.png
261,290116121202002as463.JPG,290116121204002as464.JPG,290116121204002as465.JPG,1,261_mask_MOG2.png,261_mask_flow1.png,261_opticalflowGF_1.png,261_opticalflowGF_2.png,261_opticalflowGF_average.png
263,290116121018002as463.JPG,290116121018002as464.JPG,290116121018002as465.JPG,1,263_mask_MOG2.png,263_mask_flow1.png,263_opticalflowGF_1.png,263_opticalflowGF_2.png,263_opticalflowGF_average.png
264,290116082052002as463.JPG,290116082052002as464.JPG,290116082052002as465.JPG,1,264_mask_MOG2.png,264_mask_flow1.png,264_opticalflowGF_1.png,264_opticalflowGF_2.png,264_opticalflowGF_average.png
265,290116075534002as463.JPG,290116075534002as464.JPG,290116075536002as465.JPG,1,265_mask_MOG2.png,265_mask_flow1.png,265_opticalflowGF_1.png,265_opticalflowGF_2.png,265_opticalflowGF_average.png
268,290116062328002as463.JPG,290116062328002as464.JPG,290116062330002as465.JPG,1,268_mask_MOG2.png,268_mask_flow1.png,268_opticalflowGF_1.png,268_opticalflowGF_2.png,268_opticalflowGF_average.png
269,290116062254002as463.JPG,290116062254002as464.JPG,290116062254002as465.JPG,1,269_mask_MOG2.png,269_mask_flow1.png,269_opticalflowGF_1.png,269_opticalflowGF_2.png,269_opticalflowGF_average.png
271,280116082800002as463.JPG,280116082800002as464.JPG,280116082800002as465.JPG,1,271_mask_MOG2.png,271_mask_flow1.png,271_opticalflowGF_1.png,271_opticalflowGF_2.png,271_opticalflowGF_average.png
272,270116075310002as463.JPG,270116075310002as464.JPG,270116075310002as465.JPG,1,272_mask_MOG2.png,272_mask_flow1.png,272_opticalflowGF_1.png,272_opticalflowGF_2.png,272_opticalflowGF_average.png
273,140216053420002as463.JPG,140216053422002as464.JPG,140216053422002as465.JPG,0,273_mask_MOG2.png,273_mask_flow1.png,273_opticalflowGF_1.png,273_opticalflowGF_2.png,273_opticalflowGF_average.png
274,260116191200002as463.JPG,260116191202002as464.JPG,260116191202002as465.JPG,1,274_mask_MOG2.png,274_mask_flow1.png,274_opticalflowGF_1.png,274_opticalflowGF_2.png,274_opticalflowGF_average.png
275,250116140400002as463.JPG,250116140400002as464.JPG,250116140402002as465.JPG,0,275_mask_MOG2.png,275_mask_flow1.png,275_opticalflowGF_1.png,275_opticalflowGF_2.png,275_opticalflowGF_average.png
278,240116052140002as466.JPG,240116052140002as467.JPG,240116052142002as468.JPG,1,278_mask_MOG2.png,278_mask_flow1.png,278_opticalflowGF_1.png,278_opticalflowGF_2.png,278_opticalflowGF_average.png
279,230116063500002as463.JPG,230116063502002as464.JPG,230116063502002as465.JPG,1,279_mask_MOG2.png,279_mask_flow1.png,279_opticalflowGF_1.png,279_opticalflowGF_2.png,279_opticalflowGF_average.png
280,230116062932002as463.JPG,230116062932002as464.JPG,230116062932002as465.JPG,0,280_mask_MOG2.png,280_mask_flow1.png,280_opticalflowGF_1.png,280_opticalflowGF_2.png,280_opticalflowGF_average.png
281,220116163010002as463.JPG,220116163010002as464.JPG,220116163010002as465.JPG,1,281_mask_MOG2.png,281_mask_flow1.png,281_opticalflowGF_1.png,281_opticalflowGF_2.png,281_opticalflowGF_average.png
283,200116183540002as463.JPG,200116183540002as464.JPG,200116183540002as465.JPG,1,283_mask_MOG2.png,283_mask_flow1.png,283_opticalflowGF_1.png,283_opticalflowGF_2.png,283_opticalflowGF_average.png
285,200116161720002as463.JPG,200116161720002as464.JPG,200116161720002as465.JPG,1,285_mask_MOG2.png,285_mask_flow1.png,285_opticalflowGF_1.png,285_opticalflowGF_2.png,285_opticalflowGF_average.png
287,190116105728002as463.JPG,190116105728002as464.JPG,190116105728002as465.JPG,1,287_mask_MOG2.png,287_mask_flow1.png,287_opticalflowGF_1.png,287_opticalflowGF_2.png,287_opticalflowGF_average.png
292,190116054936002as463.JPG,190116054938002as464.JPG,190116054938002as465.JPG,1,292_mask_MOG2.png,292_mask_flow1.png,292_opticalflowGF_1.png,292_opticalflowGF_2.png,292_opticalflowGF_average.png
293,180116190328002as463.JPG,180116190328002as464.JPG,180116190328002as465.JPG,1,293_mask_MOG2.png,293_mask_flow1.png,293_opticalflowGF_1.png,293_opticalflowGF_2.png,293_opticalflowGF_average.png
294,120216052656002as463.JPG,120216052656002as464.JPG,120216052700002as463.JPG,1,294_mask_MOG2.png,294_mask_flow1.png,294_opticalflowGF_1.png,294_opticalflowGF_2.png,294_opticalflowGF_average.png
295,100216122904002as463.JPG,100216122904002as464.JPG,100216122904002as465.JPG,1,295_mask_MOG2.png,295_mask_flow1.png,295_opticalflowGF_1.png,295_opticalflowGF_2.png,295_opticalflowGF_average.png
296,100216122208002as463.JPG,100216122208002as464.JPG,100216122210002as465.JPG,1,296_mask_MOG2.png,296_mask_flow1.png,296_opticalflowGF_1.png,296_opticalflowGF_2.png,296_opticalflowGF_average.png
297,090216054522002as463.JPG,090216054522002as464.JPG,090216054522002as465.JPG,1,297_mask_MOG2.png,297_mask_flow1.png,297_opticalflowGF_1.png,297_opticalflowGF_2.png,297_opticalflowGF_average.png
298,081116124130002b3301.JPG,081116124130002b3302.JPG,081116124130002b3303.JPG,1,298_mask_MOG2.png,298_mask_flow1.png,298_opticalflowGF_1.png,298_opticalflowGF_2.png,298_opticalflowGF_average.png
300,281016011454002b3301.JPG,281016011454002b3302.JPG,281016011456002b3303.JPG,1,300_mask_MOG2.png,300_mask_flow1.png,300_opticalflowGF_1.png,300_opticalflowGF_2.png,300_opticalflowGF_average.png
301,271016135734002b3301.JPG,271016135736002b3302.JPG,271016135736002b3303.JPG,1,301_mask_MOG2.png,301_mask_flow1.png,301_opticalflowGF_1.png,301_opticalflowGF_2.png,301_opticalflowGF_average.png
303,231016114922002b3301.JPG,231016114922002b3302.JPG,231016114922002b3303.JPG,1,303_mask_MOG2.png,303_mask_flow1.png,303_opticalflowGF_1.png,303_opticalflowGF_2.png,303_opticalflowGF_average.png
308,201016192354002b3301.JPG,201016192356002b3302.JPG,201016192356002b3303.JPG,1,308_mask_MOG2.png,308_mask_flow1.png,308_opticalflowGF_1.png,308_opticalflowGF_2.png,308_opticalflowGF_average.png
309,071116093518002b3301.JPG,071116093518002b3302.JPG,071116093520002b3303.JPG,1,309_mask_MOG2.png,309_mask_flow1.png,309_opticalflowGF_1.png,309_opticalflowGF_2.png,309_opticalflowGF_average.png
310,201016033746002b3301.JPG,201016033748002b3302.JPG,201016033748002b3303.JPG,1,310_mask_MOG2.png,310_mask_flow1.png,310_opticalflowGF_1.png,310_opticalflowGF_2.png,310_opticalflowGF_average.png
312,171016183326002b3301.JPG,171016183328002b3302.JPG,171016183328002b3303.JPG,1,312_mask_MOG2.png,312_mask_flow1.png,312_opticalflowGF_1.png,312_opticalflowGF_2.png,312_opticalflowGF_average.png
314,151016113842002b3301.JPG,151016113844002b3302.JPG,151016113844002b3303.JPG,1,314_mask_MOG2.png,314_mask_flow1.png,314_opticalflowGF_1.png,314_opticalflowGF_2.png,314_opticalflowGF_average.png
315,131016073144002b3304.JPG,131016073146002b3305.JPG,131016073146002b3306.JPG,1,315_mask_MOG2.png,315_mask_flow1.png,315_opticalflowGF_1.png,315_opticalflowGF_2.png,315_opticalflowGF_average.png
316,111016011700002b3301.JPG,111016011700002b3302.JPG,111016011700002b3303.JPG,1,316_mask_MOG2.png,316_mask_flow1.png,316_opticalflowGF_1.png,316_opticalflowGF_2.png,316_opticalflowGF_average.png
317,091016105724002b3301.JPG,091016105724002b3302.JPG,091016105724002b3303.JPG,0,317_mask_MOG2.png,317_mask_flow1.png,317_opticalflowGF_1.png,317_opticalflowGF_2.png,317_opticalflowGF_average.png
318,071116022848002b3301.JPG,071116022848002b3302.JPG,071116022850002b3303.JPG,1,318_mask_MOG2.png,318_mask_flow1.png,318_opticalflowGF_1.png,318_opticalflowGF_2.png,318_opticalflowGF_average.png
319,051116141552002b3301.JPG,051116141552002b3302.JPG,051116141552002b3303.JPG,1,319_mask_MOG2.png,319_mask_flow1.png,319_opticalflowGF_1.png,319_opticalflowGF_2.png,319_opticalflowGF_average.png
320,051116114630002b3302.JPG,051116114630002b3303.JPG,051116114630002b3304.JPG,1,320_mask_MOG2.png,320_mask_flow1.png,320_opticalflowGF_1.png,320_opticalflowGF_2.png,320_opticalflowGF_average.png
321,051116114558002b3304.JPG,051116114558002b3305.JPG,051116114600002b3301.JPG,1,321_mask_MOG2.png,321_mask_flow1.png,321_opticalflowGF_1.png,321_opticalflowGF_2.png,321_opticalflowGF_average.png
322,311016075124002b3301.JPG,311016075124002b3302.JPG,311016075126002b3303.JPG,1,322_mask_MOG2.png,322_mask_flow1.png,322_opticalflowGF_1.png,322_opticalflowGF_2.png,322_opticalflowGF_average.png
323,301016011052002b3301.JPG,301016011054002b3302.JPG,301016011054002b3303.JPG,1,323_mask_MOG2.png,323_mask_flow1.png,323_opticalflowGF_1.png,323_opticalflowGF_2.png,323_opticalflowGF_average.png
324,291016154124002b3301.JPG,291016154124002b3302.JPG,291016154124002b3303.JPG,1,324_mask_MOG2.png,324_mask_flow1.png,324_opticalflowGF_1.png,324_opticalflowGF_2.png,324_opticalflowGF_average.png
325,130216185902002b7351.JPG,130216185902002b7352.JPG,130216185902002b7353.JPG,1,325_mask_MOG2.png,325_mask_flow1.png,325_opticalflowGF_1.png,325_opticalflowGF_2.png,325_opticalflowGF_average.png
326,080216133910002b7351.JPG,080216133910002b7352.JPG,080216133910002b7353.JPG,1,326_mask_MOG2.png,326_mask_flow1.png,326_opticalflowGF_1.png,326_opticalflowGF_2.png,326_opticalflowGF_average.png
329,180116175242002b7354.JPG,180116175244002b7355.JPG,180116175244002b7356.JPG,1,329_mask_MOG2.png,329_mask_flow1.png,329_opticalflowGF_1.png,329_opticalflowGF_2.png,329_opticalflowGF_average.png
330,180116165234002b7351.JPG,180116165236002b7352.JPG,180116165236002b7353.JPG,1,330_mask_MOG2.png,330_mask_flow1.png,330_opticalflowGF_1.png,330_opticalflowGF_2.png,330_opticalflowGF_average.png
331,070216152148002b7351.JPG,070216152148002b7352.JPG,070216152148002b7353.JPG,1,331_mask_MOG2.png,331_mask_flow1.png,331_opticalflowGF_1.png,331_opticalflowGF_2.png,331_opticalflowGF_average.png
332,070216112444002b7351.JPG,070216112444002b7352.JPG,070216112446002b7353.JPG,1,332_mask_MOG2.png,332_mask_flow1.png,332_opticalflowGF_1.png,332_opticalflowGF_2.png,332_opticalflowGF_average.png
334,060216145106002b7351.JPG,060216145108002b7352.JPG,060216145108002b7353.JPG,1,334_mask_MOG2.png,334_mask_flow1.png,334_opticalflowGF_1.png,334_opticalflowGF_2.png,334_opticalflowGF_average.png
335,060216054440002b7351.JPG,060216054440002b7352.JPG,060216054440002b7353.JPG,1,335_mask_MOG2.png,335_mask_flow1.png,335_opticalflowGF_1.png,335_opticalflowGF_2.png,335_opticalflowGF_average.png
336,060216053752002b7351.JPG,060216053754002b7352.JPG,060216053754002b7353.JPG,1,336_mask_MOG2.png,336_mask_flow1.png,336_opticalflowGF_1.png,336_opticalflowGF_2.png,336_opticalflowGF_average.png
340,120216052940002b7351.JPG,120216052940002b7352.JPG,120216052940002b7353.JPG,1,340_mask_MOG2.png,340_mask_flow1.png,340_opticalflowGF_1.png,340_opticalflowGF_2.png,340_opticalflowGF_average.png
341,040216082954002b7351.JPG,040216082954002b7352.JPG,040216082956002b7353.JPG,1,341_mask_MOG2.png,341_mask_flow1.png,341_opticalflowGF_1.png,341_opticalflowGF_2.png,341_opticalflowGF_average.png
344,030216165334002b7351.JPG,030216165334002b7352.JPG,030216165334002b7353.JPG,1,344_mask_MOG2.png,344_mask_flow1.png,344_opticalflowGF_1.png,344_opticalflowGF_2.png,344_opticalflowGF_average.png
346,030216071720002b7351.JPG,030216071722002b7352.JPG,030216071722002b7353.JPG,1,346_mask_MOG2.png,346_mask_flow1.png,346_opticalflowGF_1.png,346_opticalflowGF_2.png,346_opticalflowGF_average.png
347,020216053132002b7351.JPG,020216053132002b7352.JPG,020216053132002b7353.JPG,1,347_mask_MOG2.png,347_mask_flow1.png,347_opticalflowGF_1.png,347_opticalflowGF_2.png,347_opticalflowGF_average.png
349,010216174502002b7351.JPG,010216174502002b7352.JPG,010216174504002b7353.JPG,1,349_mask_MOG2.png,349_mask_flow1.png,349_opticalflowGF_1.png,349_opticalflowGF_2.png,349_opticalflowGF_average.png
350,010216171422002b7351.JPG,010216171422002b7352.JPG,010216171422002b7353.JPG,1,350_mask_MOG2.png,350_mask_flow1.png,350_opticalflowGF_1.png,350_opticalflowGF_2.png,350_opticalflowGF_average.png
351,120216052656002b7351.JPG,120216052656002b7352.JPG,120216052656002b7353.JPG,1,351_mask_MOG2.png,351_mask_flow1.png,351_opticalflowGF_1.png,351_opticalflowGF_2.png,351_opticalflowGF_average.png
352,010216151916002b7351.JPG,010216151916002b7352.JPG,010216151918002b7353.JPG,1,352_mask_MOG2.png,352_mask_flow1.png,352_opticalflowGF_1.png,352_opticalflowGF_2.png,352_opticalflowGF_average.png
353,010216142858002b7351.JPG,010216142858002b7352.JPG,010216142858002b7353.JPG,1,353_mask_MOG2.png,353_mask_flow1.png,353_opticalflowGF_1.png,353_opticalflowGF_2.png,353_opticalflowGF_average.png
356,010216090438002b7351.JPG,010216090440002b7352.JPG,010216090440002b7353.JPG,1,356_mask_MOG2.png,356_mask_flow1.png,356_opticalflowGF_1.png,356_opticalflowGF_2.png,356_opticalflowGF_average.png
357,010216083232002b7351.JPG,010216083232002b7352.JPG,010216083234002b7353.JPG,1,357_mask_MOG2.png,357_mask_flow1.png,357_opticalflowGF_1.png,357_opticalflowGF_2.png,357_opticalflowGF_average.png
359,010216073204002b7351.JPG,010216073206002b7352.JPG,010216073206002b7353.JPG,1,359_mask_MOG2.png,359_mask_flow1.png,359_opticalflowGF_1.png,359_opticalflowGF_2.png,359_opticalflowGF_average.png
360,010216070914002b7351.JPG,010216070914002b7352.JPG,010216070914002b7353.JPG,1,360_mask_MOG2.png,360_mask_flow1.png,360_opticalflowGF_1.png,360_opticalflowGF_2.png,360_opticalflowGF_average.png
362,100216191822002b7351.JPG,100216191822002b7352.JPG,100216191822002b7353.JPG,1,362_mask_MOG2.png,362_mask_flow1.png,362_opticalflowGF_1.png,362_opticalflowGF_2.png,362_opticalflowGF_average.png
364,310116054506002b7351.JPG,310116054506002b7352.JPG,310116054506002b7353.JPG,1,364_mask_MOG2.png,364_mask_flow1.png,364_opticalflowGF_1.png,364_opticalflowGF_2.png,364_opticalflowGF_average.png
366,300116171116002b7351.JPG,300116171116002b7352.JPG,300116171118002b7353.JPG,1,366_mask_MOG2.png,366_mask_flow1.png,366_opticalflowGF_1.png,366_opticalflowGF_2.png,366_opticalflowGF_average.png
367,300116113432002b7351.JPG,300116113432002b7352.JPG,300116113434002b7353.JPG,0,367_mask_MOG2.png,367_mask_flow1.png,367_opticalflowGF_1.png,367_opticalflowGF_2.png,367_opticalflowGF_average.png
368,300116112204002b7351.JPG,300116112204002b7352.JPG,300116112206002b7353.JPG,1,368_mask_MOG2.png,368_mask_flow1.png,368_opticalflowGF_1.png,368_opticalflowGF_2.png,368_opticalflowGF_average.png
370,290116150408002b7351.JPG,290116150410002b7352.JPG,290116150410002b7353.JPG,1,370_mask_MOG2.png,370_mask_flow1.png,370_opticalflowGF_1.png,370_opticalflowGF_2.png,370_opticalflowGF_average.png
372,280116183402002b7351.JPG,280116183402002b7352.JPG,280116183404002b7353.JPG,1,372_mask_MOG2.png,372_mask_flow1.png,372_opticalflowGF_1.png,372_opticalflowGF_2.png,372_opticalflowGF_average.png
373,090216191242002b7351.JPG,090216191244002b7352.JPG,090216191244002b7353.JPG,1,373_mask_MOG2.png,373_mask_flow1.png,373_opticalflowGF_1.png,373_opticalflowGF_2.png,373_opticalflowGF_average.png
374,280116171930002b7351.JPG,280116171930002b7352.JPG,280116171932002b7353.JPG,1,374_mask_MOG2.png,374_mask_flow1.png,374_opticalflowGF_1.png,374_opticalflowGF_2.png,374_opticalflowGF_average.png
